fid,username,score,wallet,eligible,reason
"1064286","frlicity","0.41","0x64301d792b38110522457ecda9cd2d011fb28270","false","score_below_min"
"506958","ikaaa","0.77","0x53d0b1f17318a3ad973d9e77b9d5dd980cdbe42b","true","eligible"
"807329","p1nacle11","0","0x327cc01922c805d51c96df171523cd3d9ba802ce","false","score_below_min"
"803816","d1men5ion","0","0x13dbf47d59cef500837e79401ee9dbde668afef1","false","score_below_min"
"1073074","kakamaldini22","0.55","0x6ccf5d3b2e1d39b26883f25b1d63b959466a63ca","false","score_below_min"
"972506","romo7","0.88","0xa4ce961997f2bc25ff364cf25ca407e4fd159ddf","true","eligible"
"881589","donzoq","0.38","0xc3c4ca24a4c3df987a156befa27dfa829ca5165e","false","score_below_min"
"1477142","ghostmintops","0.73","0x7d79e902482469da64977d2b0977120c77029593","true","eligible"
"3324503","bonaz","0.25","0x9d52ed54a09e57c03bcb2630e964779652bf0da5","false","score_below_min"
"948795","cloudweb3","0.84","0x2805ecc9bcd0279ca88a74e29d13999247a2dcd1","true","eligible"
"3331120","tonicollette","0.48","0x3188f56f92959843c5ddb6c55ce1a569a0882713","false","score_below_min"
"804166","bl1zzard16","0","0x950004b94cf95aee5e90083c98f3efc8b7088889","false","score_below_min"
"1074424","adex05","0.65","0xfadb8e76269867b774010db0310145bf4de0cd8a","true","eligible"
"287921","cahya68","0.59","0x150e9f3dff8817a7973a34ed8a20f9bb91376eee","true","eligible"
"3328118","dipusaha","0.17","0x38ccbece619ac2c69bdd590b9ddabebdd66b682b","false","score_below_min"
"214825","bulem69","0.82","0xc55d437df9bcaa2988004f0556f99a75525bfacd","true","eligible"
"327679","emudin","0.57","0xd15c7c28c4cf6fdfe0cd8c9846b4903416a4a52d","true","eligible"
"1183131","calvorith","0.83","0xddb6eb433ae2828f739b5577da9834fb61f74797","true","eligible"
"3325683","smokeless","0.24","0x49fe3f322dad9a233b42606deed41a2ad9574640","false","score_below_min"
"357897","bizarrebeast","1","0x93db1b0ad7365ebab85f3ed98b055af579a589c2","true","eligible"
"479003","mrbiswas","0.86","0xa7ba61c29616e0ceeda033313fec9ef8a3423ad8","true","eligible"
"1041806","jerrybond","0.18","0x00a4b5051dc6d6ecfe69993e78b8cd1db6e509fe","false","score_below_min"
"845873","cancicorn","0.25","0xe111b143579ba46b3a4c5cf35cd1e44bc3208588","false","score_below_min"
"3327858","morris-hassas","0.35","0x1c63d2f7de21610e589e5774d4bccc1b93987aea","false","score_below_min"
"3329044","padukaripan","0.17","0x008e0e5c0806e6f4797a7b749c0c2ac36280a38b","false","score_below_min"
"3324795","yapz619","0.21","0x203df6453cfe21d85a35e07ac622a48f44e0d4b6","false","score_below_min"
"1385857","kamikhan","0.37","0x9112b82c6f6a645f460788f3422e6d7555e9b128","false","score_below_min"
"997694","raprapghost2","0.78","0x540c91ee263f5422ca94ba18979e12c767f827be","true","eligible"
"1474631","gujian","0.22","0x1e372441f84c7698c7ca6ce842dc646ff43c38db","false","score_below_min"
"3330155","agelajav","0.43","0x3adad44549b00da644caa9fabc7861aa9250a6e4","false","score_below_min"
"890384","cakpent","0.47","0xa0260e1dd66cd30ed5be9aa676d7699af25747d2","false","score_below_min"
"332281","casterchain.eth","0.78","0xd38fc058788ef5451c1050f79e8f237f33bcb1c7","true","eligible"
"284991","ranggapuraji","0.97","0xc627fd4bec977b2845057e64153bbdbc88ef9333","true","eligible"
"3323012","suspectoi","0.45","0xb7dd303ca94f02e44e4899056e4cb5e018645bec","false","score_below_min"
"256858","elonmusic","0.9","0x30ecfc0af2c322e475ee0a2be8f21fff2721b3f1","true","eligible"
"2297685","rollgruen","0.32","0xabd3537d0bce00a58f9784fcbe33ebea5606b0c0","false","score_below_min"
"1023760","jhibrahim","0.83","0x1c5f5c86233227844eef0b477af9fddfd80336f4","true","eligible"
"437772","cutie01","0.17","0xf6707f3357cdd3256149adc23bb6d7d6cf2fc34c","false","score_below_min"
"1405229","xxxxmiah00xx","0.2","0x41b08d0f2afba024d431b6e09610b569e4fac2d0","false","score_below_min"
"1454294","xsid","0.31","0x60839d6f06bd420e7b9356da13559351f9567f5c","false","score_below_min"
"1098676","leesaw","0.53","0x37d48de302ef57db9518dcee733669ef165bdbc8","false","score_below_min"
"1045191","anisbishws","0.54","0x473b5c4ed04d45f28e9a312317f46b9b60014883","false","score_below_min"
"1366206","rosealpha","0.22","0xafa08621c4dd2f7403c59395af50ca66b2a9bc0f","false","score_below_min"
"306438","komol0","0.85","0xc4ce9988708f1f447609b38560e8afcb540b5f56","true","eligible"
"1398342","res123","0.26","0xb06d4c6ad56d7af0b6fcac0015dc663895c35e6e","false","score_below_min"
"876919","prabu-sg","0.29","0xd23a4db9784417da70515f22e0b64656a453be8d","false","score_below_min"
"891235","onrvrl","0.21","0x0fdc866caf199f995d12758ed5da42e0b27948e7","false","score_below_min"
"614449","barryweb3","0.41","0x9437713e00ec5e914eac3959c35acc37bf9175a8","false","score_below_min"
"3323833","!3323833","0.1","0x0ca2074af126aeb72b376c020310991479b87f7d","false","score_below_min"
"989598","reality001","0.06","0x2f5ca27f574dcd385773681930c59831258e15fc","false","score_below_min"
"926607","kingarta","0.21","0x81d6163ca773e3f424b110fd714f694fb0c67064","false","score_below_min"
"883074","foisal1","0.99","0xcc70907269738db8581fe7d28589d465ff62a4af","true","eligible"
"308284","tushar12","0.94","0x99a8dc4b9c217eb7dd7cee34519435984160b6c2","true","eligible"
"3329412","!3329412","0.19","0x7348d7f8279d54d69d2f3be4f7e7f1a4d83b4c80","false","score_below_min"
"1145169","thasoundjunkie","0.35","0x11eaac517353230444ebf2085d26cdfd35ac7075","false","score_below_min"
"3328918","jason-mom","0.3","0xc0e825681046b9825669d4f75f9f44550e05f83a","false","score_below_min"
"1415525","annnz","0.32","0x8d52b91778ebd2a9281a565dd8a7036577e83de6","false","score_below_min"
"202051","r0za","0.82","0xf251912bf3a6fadb3cdab8ecd96e5e0a21beedd3","true","eligible"
"1080343","sirchidex","0.79","0x6a9a0cedc0e9cfc6d99af631aa78090b9a57e273","true","eligible"
"3329040","ankitasharma","0.11","0xc9bea50d8910ddcb7078b9679bfc290c5ac92193","false","score_below_min"
"7366","lskcr","0.5","0xc2c036e5d1bb10597b5ee0bfaed920d19883f66d","false","score_below_min"
"483462","janicka","1","0x3ae5d538f2e3bba7949e9bfb46ff664a0e68fc06","true","eligible"
"393375","daysynsz","0.41","0x1e29b3f2b34e02ae52dc0815ab2e924f7f447397","false","score_below_min"
"315490","sajibdev00","0.58","0x6a1dfbadf6d1b4691489dbbe2b90c537f10dc393","true","eligible"
"1114438","chosen11","0.71","0x92c7d39203533d5ab587a555b2b0fee524befedb","true","eligible"
"322040","kazi3298","0.58","0xa158aeeed86e67479af55affe132859fa332b837","true","eligible"
"1094697","sarnaislam","0.23","0x379dd90b7462225da8c9a6853fa1ec3533a2cf23","false","score_below_min"
"1062172","apuarni","0.49","0x9e94d3605ca8e2dc8c9138d21ffc7691497138ab","false","score_below_min"
"214598","thugkitten.eth","0.91","0x7a698336902a0f71ef7d0575ede9f0b904acbf5f","true","eligible"
"257789","hans046","0.45","0x23390526be7a7db0f91869f0aba2de39924a7d2e","false","score_below_min"
"227554","oce3n","0.87","0xbe3c2967098cb72ba828a52540a120c2cd1c5248","true","eligible"
"1396038","izehi","0.51","0x0ed4ebb66b84bfeba22f075fbed56c4f78c6c456","false","score_below_min"
"406233","k0j1","0.82","0x9eb566cc59e3e9d42209dd2d832740a6a74f5f23","true","eligible"
"4027","awkquarian","1","0x3a2fac2ab3cf4bc342910eac744cc68c8b9a69bf","true","eligible"
"262075","cay","0.55","0xd93d82bc7020f44c95ce9967cf2c360d5e2b6cf3","false","score_below_min"
"14974","900","0.9","0xdef3156f55d7e958f5170f13f34113e01a26e083","true","eligible"
"1336013","asif1x","0.3","0x763777a644154468a6b4b3011c22f6a87cc50cb4","false","score_below_min"
"1346306","rana3289","0.21","0x11e10c39ce097a51967f4f22d325d9b01581a69a","false","score_below_min"
"1053989","emmack","0.44","0xfd1247fa2152e979948d4b4d1ed21b61466c4175","false","score_below_min"
"3320073","satoshi78","0.17","0xa9396e3fd5e18a09b285c6708f68444ecbcfcfa3","false","score_below_min"
"14451","37","0.82","0xf68b52fba3a59c18d7a1383798bf3f1a767f5111","true","eligible"
"1335973","nothing2","0.49","0xe1277322218664f39bcb3c36015f4751417e58c0","false","score_below_min"
"1117407","asif0608","0.65","0x3fd4d41b984086b42bd57fcf51aeed3c6bd3ec52","true","eligible"
"807156","t1mber13","0","0xbcd3d31ce646373f8bb901682390cd91745dcce8","false","score_below_min"
"254459","vanbazz","0.53","0x65b484be8d3f4b650b527973cccdbd3e909379bb","false","score_below_min"
"988485","okeaniderya.eth","0.96","0xdfe5264ee30c257f350c52da3fac8b250ff7b1e2","true","eligible"
"332744","sahriyar45","0.5","0xafdfea71cf01430242a6d7f1ebb0d83f840847bd","false","score_below_min"
"1358079","jeffqueiroz","0.18","0xcfc380640498a25f561f96e752d2a3c0df7ab8f0","false","score_below_min"
"260573","synt","0.31","0x738a8a220cf64f3ef5aa410ed8a47f83a896cf07","false","score_below_min"
"514419","stalinium","0.49","0x62898295d6f7312245bfa4c1302eae485ca678d1","false","score_below_min"
"1057806","kasabiann","0.94","0x6db58604b7e2bedaa986fed40bfda289392c3304","true","eligible"
"200635","jmanva75","0.58","0xd6976e5c2954184e2ed24eae783d51659b198869","true","eligible"
"1520802","yogisquals","0.16","0xdbce04fec441c9e93cda176abe7769c37d66e8ef","false","score_below_min"
"3328096","amiraaldahab52","0.35","0x6073971a2eeadf284759905ee4475a606641acd2","false","score_below_min"
"1085971","retrojoystick","0.98","0x6e59ac54501eeabff94d022e08e9e8b44e953a21","true","eligible"
"328875","0xcemycon","0.8","0x2cbd423af8e64863a617d27e691b4f6fb59db220","true","eligible"
"1385353","norman-bates","0.23","0x520de54eb7e4f6c8d7eb9d6052919088c20a8289","false","score_below_min"
"918783","darkonee420","0.92","0xfb30c98f33427c07854382f5b3f499a3b1e871de","true","eligible"
"1069438","sna4an287","0.08","0x0616ada9b7e762b320a2dfa10293e2c9f38fdd13","false","score_below_min"
"1073343","ledgervibes","0.19","0x6f4257d230bdf1cd1827ffa19d24a0f753063900","false","score_below_min"
"930163","thiagoalmeda","0.44","0xd67a4c0c6153776b388582fd282dc2f67607421d","false","score_below_min"
"1387062","uzzal2004k","0.15","0xdbb038ec0eb207a0fc328b43a7a8beb11008657a","false","score_below_min"
"338060","aleekhoso","0.72","0xa6604025d6e1b29bf2fd46105f072140d6582855","true","eligible"
"1192389","jdferguson.base.eth","0.96","0x72ab0555f83df7d5124b6bd0abcd94cec46023f6","true","eligible"
"548049","babareazam","0.61","0x21d2b12007e150bded895c4131a98b92399a5b57","true","eligible"
"301276","tahiyangan","0.94","0x4d1d419f4eebe9f1825c051de4bf8548cbe35ba5","true","eligible"
"1406244","zsugaa91","0.35","0xfb512717f62408089b42ac07430779de1f703eea","false","score_below_min"
"538697","artdante","0.72","0x8ced244d275c08ac77f6cf2d7c40db648903428a","true","eligible"
"1070127","rukroy","0.16","0x7a8cfa1034a28c6d175d43ebb509c118eb9989c8","false","score_below_min"
"514068","mohsinhonyr","0.59","0x2bd6cc370dcee9dae63c7f6c765025a55726891e","true","eligible"
"527166","tafaduke","0.66","0xd7ff4da61540e6e869c26e21d80a8c5c610ddc1a","true","eligible"
"1565276","roha","0.46","0xca8aa3a1dfba2e05d2a102aef63fc670b747aad3","false","score_below_min"
"248222","anonymouse69","0.79","0x609f63f0e1995a150e8ed33d4c6b29893a28e52c","true","eligible"
"803821","pr0t0n12","0","0xaceb50b5494eb479133816836d26caa79881f724","false","score_below_min"
"1365699","ayalinh","0.24","0xa34e319493ba86ca1bd039f0abd9ab587517e0f5","false","score_below_min"
"935014","mehrabali","0.4","0xf622a3ace08c31dbf2e81a57882af0512f0d4d5d","false","score_below_min"
"866305","shanta1446","0.92","0xe4f0381002bc0c85de314b4087fe36e73afce759","true","eligible"
"777884","joy1444.base.eth","0.71","0x00f44a125a98451b51490d0482dc72db7888a8d4","true","eligible"
"1366702","afifarios","0.19","0xa01025bc9a191dd6c79e29e58c86d58981386544","false","score_below_min"
"1502913","dinaandryani","0.29","0xbf2a784c8ea2daa204b3c01277b8c06c225f5802","false","score_below_min"
"273453","oneplus","0.67","0x1e1e9ff27e50097d36e3c23ff469d2814b8e2992","true","eligible"
"415921","ericyad","0.55","0x530826799123028143f9e435f0fee5345cd29453","false","score_below_min"
"337833","yours","0.55","0xcd493e55f06d635111c545efefb2f0d7ab855c83","false","score_below_min"
"267044","rubyx","0.55","0x57b0748d3d6a1e4bad8c9986d5863a48a45adfbc","false","score_below_min"
"266624","kira-eth","0.56","0xdeb3bdddf0410ceda012eb760a533fb682471f7f","true","eligible"
"235335","0xbatman","0.69","0x5194eee482f45c8bfbf6fd35613839765ddadf64","true","eligible"
"243644","ben007","0.56","0xfc52cf7245e9a88c676c813926194a07ea4e599f","true","eligible"
"640255","yug24","0.37","0x232f6e588a26f311c33cf5ce1e39bafca34e4cd4","false","score_below_min"
"3209803","clinton111","0.44","0xc7c2448a8ec3c4c9b8162191c35d3ca043da6788","false","score_below_min"
"441391","arulmrx2","0.38","0x4473ac19c5c54381497de92d4616f1c798b2c8eb","false","score_below_min"
"3317373","funky-runky2","0.27","0x1b2bb04f2df20b331006d9c01e9b5c2040961178","false","score_below_min"
"316734","ems911","0.7","0x2f9ea193a21b446f62264a8f0c354c293447507f","true","eligible"
"325473","shajib17","0.77","0xb3d567163a5bb03661a2388340181a3b05cc7a37","true","eligible"
"14854","lesotho","0.42","0xf2d6c9a55f024e7d9f33ac8d6092c4b78e1c5972","false","score_below_min"
"284986","dongtahds","0.64","0x0f393b52e339ad658b8f3f266a15bbad136fb21c","true","eligible"
"998662","yellowfedora","0.24","0x40eb1b8c4b60b9923f4a5dfd2ae54a289afb834a","false","score_below_min"
"1025242","fearless04","0.66","0x21857dcc7025d2786577d7bac147277cc46173cc","true","eligible"
"279528","fahim12","0.96","0xf24ced7797b59fde018d022ef3a82b18547c5993","true","eligible"
"447746","nida","0.9","0x0cebe171852201584ce3e490c323a81273a57c33","true","eligible"
"463703","banger01","0.8","0x7122212368b5293a20dd45a53ce6610fa48c2603","true","eligible"
"1354703","kloh2o","0.31","0x8fc63a3a61a7dbd1d3f778a2c00cf568fd1ffbf4","false","score_below_min"
"252158","t58","0.52","0x57a2a9dfcd603a832fdefe4c7cad00ef7630d5f4","false","score_below_min"
"236911","surbaisse","0.86","0xaeacab7cf6605fd77dceb1854810a9ddc1b95f1b","true","eligible"
"266942","popsie","0.57","0x9c2d060af05458d349704e0322fb934c68e4e972","true","eligible"
"3323926","haikal45","0.11","0x166cdebcdf53358eae196e49cd0249d7d1c95d86","false","score_below_min"
"1359723","jenauser","0.24","0x97aca891b814548782d7af480a95aae0dad4c16e","false","score_below_min"
"1030453","herru89","0.45","0x5a178021d88273aeb05e11eb76951bb028ae4871","false","score_below_min"
"254385","zkking","0.34","0xefa5336479035c8303934873f7c683361c9c15f4","false","score_below_min"
"1429912","seedaltar.eth","0.64","0x41a401dc5d699da00140077ee15838e368abbd57","true","eligible"
"1060933","dwiprase","0.4","0x2c681e78287900839a9c73b5ae736f2cedb04012","false","score_below_min"
"3325441","amiragold27","0.24","0x99b5c6279be73513a61c017472df928ea5ef713a","false","score_below_min"
"1370078","juelrana","0.7","0x7cb49adc92ad814b3f102d508a3ccc9b668a9734","true","eligible"
"1406718","alamsyah26","0.47","0xeb3b2d8ece38aad1cd5d79cf1b4d0832800ab306","false","score_below_min"
"1056855","waleen","0.47","0x2a8d0cc824af6eef66009b1257b7b684ba4b421e","false","score_below_min"
"305443","jensvd","0.47","0x4a7a43628a5962998a2d3f911d0730273ab76729","false","score_below_min"
"1046095","lekhram","0.07","0xe22be3423297aab1a72cb3264a82d5104b6f4919","false","score_below_min"
"3327222","kiefesutherlan","0.21","0xa45dc8fe4288aa73f265c095cee2e2a6c7bb84e8","false","score_below_min"
"336007","omid4111","0.8","0x4f2e9f1dad84a145bf506b3d5f9018ebc38a8f44","true","eligible"
"1556095","clarkshane","0.41","0xcef4f924ea5a2376cd5b7124aba49f0edfffada2","false","score_below_min"
"1352175","sadiya1","0.31","0xf83e811885e96ecd34c81166783c07c93edaf14b","false","score_below_min"
"1438667","rayirakha","0.08","0x8caf52f643ae68c87b1f1973cada17b37bf8fd37","false","score_below_min"
"542441","naina","0.44","0x465e736fa84fde75c53c645686d9f3c99869fcde","false","score_below_min"
"2299266","maya-","0.43","0x9d4e4b25780c931b9a8977624b86526e9b08dc96","false","score_below_min"
"3320209","cupids","0.25","0x45c49a167c94cdeae4e5229fbac43fd2357a5a32","false","score_below_min"
"1064160","pumafelidae","0.25","0x2d295f999504aad7cfc2dc2398a2f27eef66e78c","false","score_below_min"
"511692","zoya21","0.65","0xee76c3637a7ae5f72c45fa497356348d6ea162f0","true","eligible"
"1018276","owlvans","0.26","0xee6a013ec93ae44ab4bad529ec49e25268e86afc","false","score_below_min"
"2515849","jakesully","0.1","0xc5f7d9f49981b4f1eec306b7d5bd26c996bbb853","false","score_below_min"
"1364833","ramkisun","0.17","0x68937ea3ea9a03c2efe4136cfa3203365ef14da8","false","score_below_min"
"298799","jonijonojoged","0.38","0x538a0140f816316d253c294edc70ed8ad9dfe21d","false","score_below_min"
"256034","oxadamking","0.38","0xbfc4670795d4c26374faf3fbc5a46f69168a48af","false","score_below_min"
"255037","menjjoy","0.33","0x5e43931673d91d7156c01161646e30ce064efc51","false","score_below_min"
"1370080","mahamoudul","0","0xf27b3a774751d1762e9b498b832035bc321c2db9","false","score_below_min"
"1096533","rizqi131100","0.12","0x364e5a29e1353431ca19b47faa362491121d9ebd","false","score_below_min"
"973858","sumynur","0.31","0x722d7f2ca7d48f6d84b1ca8dc77aaa0182382907","false","score_below_min"
"511661","elskhan","0.83","0xb1e6ef693fd5b7856ca7a770be2231c35994362a","true","eligible"
"2727473","rentfree9","0.39","0x1c72fa50262bdd10cab8610913858545c485734a","false","score_below_min"
"1413186","tarabhanu","0.17","0xaf45a03920ae6ed355f202e72732155f0a0fa4f7","false","score_below_min"
"1128680","larrymelford","0.33","0x5f350e19804ff56dcf4651e3dfa28f10045ef779","false","score_below_min"
"260395","045","0.32","0xcd1bffd48b16f9107f028aa7f67ea2d5d46ff6ed","false","score_below_min"
"1157372","nuelcrypts","0.57","0xf2d2e12444b857c254904a66b09d6c90f2bb87ad","true","eligible"
"3323696","dannywealth34","0","0x1730805219fe861c2117ed5d4815bc358ecad44e","false","score_below_min"
"1023876","xishannk","0.17","0x3b095a69eb4371249e087ac912c59b5513be8896","false","score_below_min"
"3326745","officialfan","0.35","0xc96ebe337136e5caa62ea8d0e9f31a417a0d3d59","false","score_below_min"
"3317292","remoteworke7796","0.2","","false","score_below_min"
"1481111","corethetichaul","0.43","0xedeac19bc26b53eb291fa432eca03d2b5b6dd95c","false","score_below_min"
"401491","zosphotos","0.98","0x5f957ea55911ca2241330bf68c17c60c15b79b27","true","eligible"
"847876","ejaaskhan","0.39","0x15801da941fde1fd5225679ede3d48a09ffccf01","false","score_below_min"
"3327104","babayhot","0.41","0x17686ec29b430c3d3e54c69da4cabe01b9c8a83a","false","score_below_min"
"1070083","sggnly","0.21","0x1f99da67b4deb5a94a67c161b2f3e1de3cec161f","false","score_below_min"
"3317386","strategyfan6473","0.19","","false","score_below_min"
"1824507","rudrayush","0.07","0x81ba5b02e2f5463d7a57eb5b439cf6bb7ec2de96","false","score_below_min"
"228903","ball","0.93","0xd63c3a9cf4278ab0bf28eef62df21067d1d7362f","true","eligible"
"1303187","hasantahsinpolat","0","0x85c6d3636254755213b73a5c94468f77e37a53d8","false","score_below_min"
"255270","aryaseta05","0.48","0x15100857dd6518ddab7a02f69a2376dc7a1b3872","false","score_below_min"
"260753","setianugraha","0.69","0xa771cf73ed1fdeb2c2be64b9b6ce1789ecca3594","true","eligible"
"521007","h2-10","0.85","0x74f241e1a79ac4e4fdcc287d74dbbca7669d299f","true","eligible"
"3317365","productivit8135","0.19","","false","score_below_min"
"3316617","circulating9391","0.24","","false","score_below_min"
"540332","nikkcrypto","0.34","0xc623c98c84b7347a6e27c9cd8ba1be80182455e4","false","score_below_min"
"1210097","kishordeb","0","0x2d7504e5d363256b3b0bd149ae055a5779fb69f2","false","score_below_min"
